integrated_index,integrated_user_id,integrated_time_of_day,integrated_category_id,integrated_rating
2380,746,0,11003,3.3
2381,225,3,19051,4.5
2382,718,2,17082,3.4
2383,864,2,13096,3.6
2384,576,2,19001,4.5
2385,222,0,13302,3.9
2386,778,3,11034,2.3
2387,160,1,13063,4.9
2388,419,2,11159,4.6
2389,376,0,14004,2.1
2390,805,2,10015,3.6
2391,447,1,13195,3.9
2392,680,3,13144,2.0
2393,410,3,18001,2.5
2394,616,0,13355,4.4
2395,897,0,18060,2.0
2396,600,0,11084,1.1
2397,245,1,18069,1.3
2398,884,0,13143,3.8
2399,476,2,11032,1.4
2400,201,0,11145,3.6
2401,370,1,18003,3.0
2402,630,3,11067,2.8
2403,179,2,11086,1.0
2404,294,2,17045,3.3
2405,970,2,17004,1.9
2406,887,2,19054,3.2
2407,68,1,15015,2.8
2408,23,0,11155,4.2
2409,840,0,11144,4.2
2410,575,3,11082,3.1
2411,90,3,11026,2.1
2412,725,3,18054,3.8
2413,902,2,11102,1.1
2414,245,1,15028,5.0
2415,80,2,13225,2.8
2416,754,3,15030,1.0
2417,802,2,10037,2.7
2418,161,3,17036,4.8
2419,192,0,11021,2.6
2420,872,2,13208,4.2
2421,171,0,10012,2.3
2422,220,0,11022,3.5
2423,488,0,17076,2.3
2424,823,3,11079,2.1
2425,826,2,19033,1.7
2426,808,3,18003,2.1
2427,952,0,18036,3.2
2428,588,0,17044,4.6
2429,344,2,19038,1.2
2430,984,2,18057,2.2
2431,74,3,18032,3.1
2432,777,0,17027,2.5
2433,564,0,18031,3.5
2434,140,0,17087,3.4
2435,480,0,17118,1.5
2436,576,2,19034,5.0
2437,597,2,11034,5.0
2438,806,2,11071,4.0
2439,766,0,14005,3.2
2440,918,2,13225,1.3
2441,640,2,10003,4.7
2442,110,3,13078,3.9
2443,783,1,11049,2.0
2444,831,3,19032,2.4
2445,390,2,18050,1.5
2446,450,0,19005,1.8
2447,566,0,15031,2.1
2448,88,1,19015,4.0
2449,840,3,17077,1.8
2450,992,1,18055,4.1
2451,820,0,13165,2.0
2452,611,2,18047,4.7
2453,302,1,11118,1.3
2454,975,0,15043,2.5
2455,777,2,19054,1.2
2456,898,3,18014,5.0
2457,409,1,13039,1.6
2458,272,1,17113,2.9
2459,169,1,18055,1.2
2460,164,2,18001,4.9
2461,374,0,10043,2.4
2462,893,0,17088,2.2
2463,507,1,11156,3.0
2464,887,2,13381,2.8
2465,918,3,17085,1.3
2466,78,2,11006,3.2
2467,283,2,13012,2.6
2468,992,0,14009,4.4
2469,599,1,19036,1.6
2470,331,0,13303,3.8
2471,327,0,17078,2.5
2472,927,3,15036,2.1
2473,873,0,11067,1.6
2474,147,3,11042,2.6
2475,75,3,17008,3.3
2476,940,0,19018,3.1
2477,828,2,11085,4.1
2478,361,0,18036,4.0
2479,939,3,11110,3.1
2480,624,2,13142,2.6
2481,313,0,10003,3.5
2482,380,3,13016,3.6
2483,281,2,13355,2.8
2484,979,1,10043,2.6
2485,684,2,18048,2.5
2486,455,2,13021,2.4
2487,800,2,17084,1.7
2488,148,2,17052,4.5
2489,236,2,17132,4.5
2490,138,3,17026,2.0
2491,880,2,11167,3.8
2492,91,3,19014,1.2
2493,496,1,19035,1.6
2494,260,3,19037,3.8
2495,833,1,10007,3.8
2496,703,0,13147,1.8
2497,234,0,13143,2.6
2498,772,2,13215,4.3
2499,471,2,18045,4.8
2500,424,3,13062,3.1
2501,965,0,15028,3.3
2502,453,0,19054,1.7
2503,449,3,11002,3.8
2504,518,3,11100,3.5
2505,906,3,18056,1.7
2506,196,3,10055,3.2
2507,786,0,17138,2.6
2508,301,0,13079,5.0
2509,148,2,13049,1.1
2510,250,1,13200,1.1
2511,309,0,13337,1.5
2512,816,2,13306,3.0
2513,334,3,11023,4.9
2514,261,2,18026,2.4
2515,174,0,17094,2.6
2516,990,2,11039,3.5
2517,742,2,10028,3.4
2518,631,3,19037,4.8
2519,754,1,13046,4.4
2520,322,3,10020,3.0
2521,304,2,13236,4.7
2522,456,1,11091,1.3
2523,849,0,13312,3.5
2524,133,3,11173,4.3
2525,175,2,11030,2.7
2526,600,3,13213,4.5
2527,291,2,13006,4.8
2528,732,0,17096,2.2
2529,985,0,17062,1.6
2530,313,1,13201,1.9
2531,333,2,15031,1.6
2532,239,0,11161,3.5
2533,269,0,13134,3.7
2534,127,3,15046,4.8
2535,891,0,17034,3.4
2536,136,2,13035,3.2
2537,155,2,13309,4.5
2538,793,3,11065,1.2
2539,73,3,13098,2.3
2540,187,0,15041,1.1
2541,353,0,17127,1.8
2542,583,3,14011,1.6
2543,125,3,13339,2.7
2544,797,2,19032,3.8
2545,183,3,19017,3.2
2546,210,0,14001,2.7
2547,924,2,19011,3.3
2548,107,2,17082,4.3
2549,628,3,19008,2.2
2550,924,1,17088,2.2
2551,134,2,13106,2.0
2552,962,1,15007,3.9
2553,668,0,11030,3.8
2554,214,1,14010,1.5
2555,237,0,11173,4.6
2556,266,2,17127,3.9
2557,102,2,15045,2.3
2558,130,0,10030,1.9
2559,831,2,10009,5.0
2560,946,2,17049,5.0
2561,538,0,18025,2.9
2562,398,1,13235,3.0
2563,844,3,13145,2.3
2564,716,1,17083,4.6
2565,620,0,17111,2.7
2566,127,0,17133,4.6
2567,800,2,13350,3.5
2568,118,1,17026,4.5
2569,571,0,17025,4.1
2570,570,1,10030,2.2
2571,9,0,18038,2.1
2572,600,0,11119,2.3
2573,936,3,11003,3.7
2574,452,2,11162,4.5
2575,461,2,17068,3.9
2576,705,1,13044,3.9
2577,586,3,11025,4.3
2578,889,0,13209,2.8
2579,569,3,10051,4.6
2580,652,0,11141,2.3
2581,492,3,13281,3.0
2582,608,1,18023,4.4
2583,482,0,13235,1.8
2584,779,2,18017,4.7
2585,517,3,15026,1.3
2586,842,1,11043,3.5
2587,201,1,17074,1.9
2588,886,1,13039,1.6
2589,493,3,17020,4.9
2590,83,1,17096,3.1
2591,595,2,19016,3.3
2592,421,0,17037,2.0
2593,753,0,13140,3.1
2594,918,2,10034,3.5
2595,568,2,18065,1.6
2596,835,0,13045,1.1
2597,106,0,11164,4.5
2598,790,1,13195,2.9
2599,923,3,13341,2.3
2600,730,2,17064,3.1
2601,927,1,17135,3.5
2602,473,1,10037,3.4
2603,321,1,17045,3.5
2604,817,1,13218,1.5
2605,24,3,15008,3.8
2606,707,2,19006,1.3
2607,671,1,18073,1.1
2608,423,1,17112,1.2
2609,602,3,13055,4.6
2610,393,2,17115,3.0
2611,245,1,13333,2.2
2612,104,1,13025,1.6
2613,238,3,19032,4.2
2614,570,0,13047,1.6
2615,98,2,11140,2.3
2616,158,1,13194,2.5
2617,103,1,17068,4.9
2618,857,1,13029,2.0
2619,345,0,17083,2.3
2620,685,3,15021,4.6
2621,340,3,13312,4.5
2622,217,1,13360,1.2
2623,130,2,11129,2.4
2624,332,3,13046,4.6
2625,887,3,11039,2.6
2626,443,1,13345,1.5
2627,849,0,17083,1.0
2628,465,2,10010,1.6
2629,833,0,18071,2.4
2630,401,0,13344,4.4
2631,232,0,19018,2.9
2632,507,3,13379,3.3
2633,877,0,11073,4.0
2634,841,1,13093,2.9
2635,377,0,13286,3.7
2636,283,1,17132,4.5
2637,916,3,19011,1.0
2638,747,2,11124,3.6
2639,851,3,11135,3.2
2640,556,2,13059,2.4
2641,207,1,15028,2.3
2642,784,0,11004,1.2
2643,864,3,11149,3.5
2644,924,0,13058,1.3
2645,216,2,18030,1.1
2646,321,3,19050,4.1
2647,415,0,13078,2.7
2648,35,1,19032,4.1
2649,816,2,17116,1.7
2650,381,3,13294,2.2
2651,561,0,18032,1.7
2652,51,1,10051,1.2
2653,664,2,13148,2.9
2654,916,3,10051,1.4
2655,953,1,11148,3.5
2656,755,1,11159,1.4
2657,41,1,15037,4.3
2658,801,1,18021,2.4
2659,749,0,17048,2.7
2660,782,2,17048,1.9
2661,261,1,11122,4.3
2662,127,3,13210,4.8
2663,871,0,18076,3.8
2664,454,3,19008,1.2
2665,273,1,11039,2.0
2666,513,2,13356,1.8
2667,563,0,11134,3.2
2668,888,1,17043,1.5
2669,407,2,11175,3.8
2670,577,3,13381,4.1
2671,814,2,11002,4.1
2672,14,1,11177,1.5
2673,427,2,13050,3.4
2674,541,0,11097,3.6
2675,523,3,18004,4.2
2676,598,3,18028,3.9
2677,411,1,11172,1.7
2678,420,0,11080,2.5
2679,170,1,13078,1.3
2680,482,2,19024,4.4
2681,940,0,10019,4.1
2682,181,3,11057,3.6
2683,96,1,11079,2.4
2684,329,1,10051,4.8
2685,549,1,11002,1.1
2686,805,1,13374,1.7
2687,618,2,11016,3.4
2688,361,0,11073,4.8
2689,531,3,10041,1.7
2690,748,2,17126,3.1
2691,852,3,13349,3.4
2692,165,2,13216,3.8
2693,216,2,13072,2.5
2694,6,2,17053,2.9
2695,61,3,10010,1.5
2696,775,1,14009,1.9
2697,941,0,13195,5.0
2698,317,0,13015,1.5
2699,552,2,11095,1.1
2700,47,1,14003,1.7
2701,958,3,11117,1.4
2702,634,0,13071,3.6
2703,644,2,17128,1.4
2704,299,0,11018,1.5
2705,802,2,15055,2.7
2706,889,3,11016,3.2
2707,990,1,13333,4.2
2708,243,3,17086,1.1
2709,590,2,17071,3.0
2710,868,2,10018,3.6
2711,279,1,11014,1.4
2712,165,1,19014,4.4
2713,395,3,15034,4.2
2714,730,1,13002,3.1
2715,940,2,18016,4.3
2716,137,1,17062,4.2
2717,138,2,15049,3.1
2718,705,3,17132,3.5
2719,715,1,15006,4.1
2720,469,0,19038,2.6
2721,612,0,13078,3.5
2722,251,3,11144,3.7
2723,342,2,11078,1.3
2724,64,2,11177,4.4
2725,559,3,11147,1.2
2726,932,2,18065,3.1
2727,726,3,17101,3.6
2728,927,3,11177,3.6
2729,287,0,13137,1.3
2730,938,0,17074,2.7
2731,390,0,13315,4.7
2732,520,0,13235,2.4
2733,958,0,11028,1.9
2734,262,2,17139,1.4
2735,655,3,13067,2.9
2736,572,2,17062,1.2
2737,265,2,11002,3.8
2738,170,2,11106,5.0
2739,565,2,11016,3.1
2740,323,2,13202,2.4
2741,529,2,13327,2.1
2742,228,2,11060,3.6
2743,515,3,11160,3.1
2744,514,2,15024,3.0
2745,896,0,19038,1.9
2746,990,0,19052,4.1
2747,378,0,13289,2.9
2748,347,1,17056,2.1
2749,319,3,14010,1.2
2750,425,1,18067,2.2
2751,510,3,13387,5.0
2752,993,2,11031,1.6
2753,923,0,18023,3.1
2754,882,2,10019,4.7
2755,455,2,18033,1.5
2756,15,2,11141,1.4
2757,491,1,13379,1.1
2758,358,1,11170,1.9
2759,941,0,17034,1.6
2760,320,2,13099,3.2
2761,630,2,17134,3.9
2762,13,1,17061,1.3
2763,522,3,18027,2.6
2764,387,0,10030,3.7
2765,572,3,17014,4.1
2766,103,1,17024,4.1
2767,461,2,13201,1.4
2768,619,0,13049,1.6
2769,190,0,11026,2.9
2770,432,1,13379,1.2
2771,792,3,10039,3.1
2772,542,3,13298,2.2
2773,273,2,17103,1.3
2774,233,0,18073,3.6
2775,559,0,15052,4.1
2776,792,3,17029,2.8
2777,225,2,13033,1.5
2778,815,3,13347,1.2
2779,270,1,19023,1.6
2780,104,1,10016,3.9
2781,550,1,11003,1.3
2782,726,3,13063,1.2
2783,311,2,13337,2.6
2784,706,2,19042,1.2
2785,114,3,14010,2.1
2786,949,1,13313,4.1
2787,959,1,11141,1.5
2788,286,0,13207,3.3
2789,499,3,13387,1.3
2790,774,2,13299,4.7
2791,117,3,13007,3.5
2792,421,3,13028,1.7
2793,378,3,11046,2.5
2794,605,3,15028,4.3
2795,530,3,10024,4.2
2796,365,3,11160,2.5
2797,948,3,11056,3.4
2798,780,2,11085,2.8
2799,778,2,13327,2.4
2800,262,1,19002,4.4
2801,32,1,17035,3.7
2802,819,1,11162,2.3
2803,371,3,10054,4.7
2804,559,1,19035,3.0
2805,776,0,13069,3.1
2806,419,2,17119,2.8
2807,645,2,15023,3.1
2808,67,2,13360,4.0
2809,699,0,17107,1.6
2810,705,2,13041,3.4
2811,916,2,13036,3.0
2812,258,1,11136,1.9
2813,622,2,17045,2.4
2814,118,3,11125,3.9
2815,514,2,11027,4.0
2816,12,0,17003,4.3
2817,926,0,19052,4.7
2818,978,0,13347,1.3
2819,980,3,13141,3.1
2820,412,0,18012,2.2
2821,977,2,11154,1.1
2822,523,3,19031,2.5
2823,289,3,13095,1.4
2824,975,0,13201,2.3
2825,320,2,13167,4.4
2826,825,3,15008,1.3
2827,673,1,13263,4.0
2828,661,1,13074,4.6
2829,104,3,18069,2.6
2830,746,1,10007,1.2
2831,413,2,15054,2.8
2832,546,0,18020,3.2
2833,859,3,13026,2.5
2834,764,3,13337,1.4
2835,701,1,11062,1.3
2836,140,3,11133,1.1
2837,666,2,18034,2.3
2838,989,2,18002,1.2
2839,495,3,17001,1.5
2840,725,0,13312,4.8
2841,506,3,17041,1.3
2842,364,3,15040,3.5
2843,519,2,11070,3.1
2844,938,1,13065,2.0
2845,40,1,11124,1.8
2846,878,1,13144,2.8
2847,797,2,11130,3.3
2848,907,0,11052,3.1
2849,164,3,11025,3.6
2850,287,1,13059,4.5
2851,610,3,17126,1.3
2852,688,2,17119,3.6
2853,904,2,18008,4.8
2854,739,2,13345,3.3
2855,417,3,13034,3.8
2856,599,0,13328,2.4
2857,18,1,11051,2.4
2858,360,3,18028,2.3
2859,575,1,17012,2.7
2860,62,1,17001,4.2
2861,104,1,11098,2.0
2862,201,3,11125,4.6
2863,970,3,17035,3.8
2864,934,2,17113,4.0
2865,536,0,11109,2.2
2866,366,0,19007,1.0
2867,780,3,13049,2.3
2868,717,3,11179,2.6
2869,518,3,19014,2.0
2870,921,0,13338,1.3
2871,667,1,19021,2.4
2872,359,2,13343,4.6
2873,100,1,11112,1.8
2874,949,1,18058,1.5
2875,64,1,13141,1.3
2876,917,3,19010,4.2
2877,680,3,13272,4.3
2878,820,0,11044,2.0
2879,727,3,17039,1.2
2880,952,2,13073,1.6
2881,823,3,11062,2.4
2882,456,1,13053,1.4
2883,944,3,11041,3.4
2884,594,2,17137,4.4
2885,644,0,15051,2.2
2886,553,2,18060,1.6
2887,838,1,10044,3.6
2888,229,1,18026,3.6
2889,999,1,10035,2.0
2890,413,2,13207,4.1
2891,623,0,18044,2.7
2892,510,2,11129,3.5
2893,830,1,13019,3.2
2894,378,1,17074,2.2
2895,536,1,17132,1.6
2896,624,0,17057,2.2
2897,192,1,15043,3.4
2898,233,0,13140,3.3
2899,429,3,11142,1.1
2900,31,3,11130,1.2
2901,191,3,11089,3.0
2902,30,3,13053,4.2
2903,369,0,13072,3.9
2904,499,2,19030,3.3
2905,540,1,13065,3.2
2906,837,1,11026,3.1
2907,462,3,18022,1.8
2908,698,1,11141,4.8
2909,207,0,15009,4.3
2910,721,0,11090,4.9
2911,975,1,11110,1.3
2912,613,1,13379,1.5
2913,145,3,10051,1.2
2914,977,3,11140,2.6
2915,659,2,18004,2.8
2916,177,2,13236,1.1
2917,242,0,11038,3.1
2918,361,1,15019,1.2
2919,950,3,19042,1.7
2920,996,0,13199,4.9
2921,871,2,11004,4.8
2922,530,0,17107,4.5
2923,29,2,11084,1.8
2924,806,2,11042,2.4
2925,444,0,13041,4.8
2926,207,3,18012,4.0
2927,521,2,13007,2.4
2928,653,1,13263,3.7
2929,158,3,11045,4.7
2930,285,3,13341,4.1
2931,663,1,13360,4.7
2932,838,3,11046,1.9
2933,909,3,17095,1.2
2934,608,0,18025,1.7
2935,25,2,15030,1.7
2936,920,2,18023,4.2
2937,993,3,11045,1.0
2938,497,0,13014,3.9
2939,443,3,18037,4.1
2940,794,1,13036,3.5
2941,848,2,17072,4.1
2942,716,2,13341,3.7
2943,82,2,11132,1.7
2944,398,1,14004,2.5
2945,21,0,11170,3.7
2946,529,1,11079,2.4
2947,202,1,10029,2.6
2948,316,0,13272,1.5
2949,208,0,15023,3.2
2950,880,3,19043,4.2
2951,587,0,10007,1.9
2952,598,3,11156,1.7
2953,848,2,15013,3.2
2954,896,3,18012,2.7
2955,640,0,17137,3.5
2956,18,3,15034,4.6
2957,410,2,11038,1.6
2958,232,0,17046,4.3
2959,498,0,13301,1.4
2960,578,0,17051,3.7
2961,608,2,17022,1.9
2962,406,0,13017,2.6
2963,524,3,11113,1.7
2964,703,3,13288,5.0
2965,364,0,17044,3.7
2966,507,1,19049,2.1
2967,79,1,11127,4.9
2968,27,1,13103,4.1
2969,933,1,13006,4.2
2970,113,3,15021,2.9
2971,795,0,17126,3.8
2972,818,3,11077,1.7
2973,971,3,17109,3.1
2974,44,2,11164,2.6
2975,796,1,15041,4.4
2976,294,0,19035,2.4
2977,346,3,17035,4.0
2978,297,1,11003,4.0
2979,830,2,17070,3.9
2980,478,0,13325,4.2
2981,797,0,11123,4.8
2982,358,3,11158,4.1
2983,190,0,11091,2.7
2984,418,1,13019,4.8
2985,378,0,11106,2.0
2986,660,2,19022,4.1
2987,86,2,13009,2.9
2988,315,0,19002,2.8
2989,392,0,10039,2.0
2990,398,3,17076,4.4
2991,620,1,11060,1.2
2992,474,3,17048,4.3
2993,777,3,17064,4.9
2994,383,0,17124,3.3
2995,198,2,11129,1.4
2996,862,2,11030,2.0
2997,573,0,19010,3.7
2998,508,2,11160,4.1
2999,179,2,18044,4.4
3000,811,3,18035,3.1
3001,90,2,13218,4.3
3002,281,3,13102,1.5
3003,91,2,17014,4.4
3004,388,0,19042,1.6
3005,890,3,13286,3.3
3006,639,1,18032,4.9
3007,26,1,13142,4.4
3008,259,0,13235,3.4
3009,111,1,19036,2.9
3010,277,3,17012,4.0
3011,36,3,17133,4.4
3012,225,1,19006,1.0
3013,926,2,13098,1.8
3014,402,0,11046,3.1
3015,703,2,13075,1.5
3016,255,3,13336,4.8
3017,58,2,11020,2.6
3018,381,0,18070,1.1
3019,223,1,18009,2.3
3020,737,2,10042,4.3
3021,473,2,10043,4.8
3022,855,0,15025,4.7
3023,720,1,18024,3.6
3024,244,1,13074,1.7
3025,515,2,13306,4.8
3026,788,3,11151,2.9
3027,535,2,11070,5.0
3028,182,0,13344,4.7
3029,476,2,11167,4.5
3030,472,3,11168,4.4
3031,70,0,15047,4.6
3032,783,0,11109,1.3
3033,266,1,13276,1.4
3034,18,2,19054,1.1
3035,768,1,13011,3.4
3036,288,3,13027,3.3
3037,871,1,11019,2.2
3038,555,2,13332,1.4
3039,303,0,13312,3.6
3040,474,2,13106,1.0
3041,591,0,17034,2.9
3042,402,1,17009,1.7
3043,288,1,11134,2.2
3044,310,1,13325,2.5
3045,203,1,11173,1.4
3046,873,3,15048,3.9
3047,615,0,18044,4.6
3048,298,2,13055,3.7
3049,177,0,11044,4.3
3050,697,3,13288,3.2
3051,692,1,11123,3.3
3052,295,1,17002,3.3
3053,698,0,17072,4.9
3054,109,1,17092,4.9
3055,877,0,13301,2.1
3056,299,1,17137,4.8
3057,500,1,13002,3.3
3058,953,3,17029,2.8
3059,992,1,10010,1.6
3060,180,0,11020,1.3
3061,526,2,18004,2.2
3062,655,0,13027,3.8
3063,958,2,13385,3.6
3064,709,2,13127,1.9
3065,928,2,17019,1.9
3066,666,2,18058,2.7
3067,652,2,17084,1.8
3068,831,1,13064,2.5
3069,618,3,13197,2.3
3070,680,2,13068,4.9
3071,34,0,10008,2.0
3072,858,3,17047,3.8
3073,304,1,11075,2.9
3074,241,0,11095,2.7
3075,278,2,11056,2.0
3076,336,1,13332,4.4
3077,640,3,11178,1.9
3078,399,1,13317,2.2
3079,641,3,13212,2.1
3080,115,3,17071,3.8
3081,916,1,11141,3.8
3082,847,1,11174,4.4
3083,403,3,11087,3.2
3084,876,1,11161,2.9
3085,745,3,17119,3.0
3086,833,3,10006,4.7
3087,266,2,11176,2.8
3088,118,1,15010,2.9
3089,203,0,13073,2.5
3090,142,3,18062,2.7
3091,514,2,15007,2.2
3092,549,1,17006,4.0
3093,336,3,11030,2.3
3094,844,1,17123,1.8
3095,323,3,18043,2.5
3096,134,0,10013,4.5
3097,551,3,10040,1.1
3098,258,3,11023,4.4
3099,257,2,10051,4.1
3100,216,1,11173,4.5
3101,935,2,11078,2.4
3102,403,3,11145,3.2
3103,464,1,18024,1.6
3104,664,0,11155,3.2
3105,32,2,19015,1.1
3106,315,0,18052,1.7
3107,664,2,19038,2.3
3108,226,0,17013,4.4
3109,462,2,18033,4.8
3110,555,0,13281,3.0
3111,652,3,18053,1.4
3112,957,2,17114,1.7
3113,100,2,13289,4.1
3114,321,0,11162,2.5
3115,811,3,13032,1.8
3116,497,3,11078,3.1
3117,431,2,19034,3.2
3118,120,1,15007,2.5
3119,274,0,13328,1.6
3120,397,0,10016,3.6
3121,311,0,19038,4.9
3122,293,1,11024,2.9
3123,647,0,19043,1.8
3124,590,3,11174,3.4
3125,59,3,11065,3.5
3126,753,0,11059,2.7
3127,893,3,17130,1.4
3128,709,3,13276,3.6
3129,780,2,13221,4.3
3130,60,2,17084,2.3
3131,279,1,13133,1.7
3132,66,0,13360,4.0
3133,743,3,19020,2.9
3134,79,3,15011,4.6
3135,851,0,18004,3.4
3136,968,2,18020,1.7
3137,538,3,17109,2.7
3138,644,0,11026,1.9
3139,610,0,13235,4.0
3140,560,0,13139,4.5
3141,651,3,17115,3.9
3142,856,0,15053,2.6
3143,934,1,11041,4.1
3144,816,1,13022,4.4
3145,69,2,15029,4.3
3146,564,3,11088,1.3
3147,940,1,11026,1.1
3148,109,0,13324,1.3
3149,632,1,11030,2.4
3150,324,3,19031,2.8
3151,67,3,11178,2.9
3152,31,1,15041,4.3
3153,761,0,13355,4.5
3154,392,3,13011,3.0
3155,227,2,15005,4.3
3156,1000,1,10020,1.8
3157,654,2,19040,2.9
3158,591,1,17112,4.3
3159,814,0,13141,1.9
3160,641,3,18024,1.4
3161,399,2,15004,3.0
3162,67,3,13050,4.4
3163,60,1,18060,4.8
3164,380,1,13046,2.9
3165,119,2,15002,4.2
3166,178,0,11002,3.7
3167,329,0,15024,2.6
3168,568,3,10018,3.7
3169,331,2,18053,2.9
3170,209,2,19040,1.2
3171,831,2,11053,2.9
3172,914,2,18035,1.6
3173,980,1,11154,2.0
3174,964,1,15009,4.6
3175,163,2,10055,3.1
3176,635,0,18002,1.4
3177,485,0,18017,2.2
3178,620,0,10015,1.9
3179,305,3,10009,2.1
3180,923,2,13001,2.1
3181,722,2,13064,4.3
3182,839,3,11023,1.3
3183,623,1,17106,1.6
3184,450,2,18026,5.0
3185,671,0,11146,2.5
3186,711,0,11026,1.9
3187,258,2,11027,4.4
3188,467,3,13301,3.1
3189,598,0,10040,3.5
3190,37,2,13263,4.2
3191,346,1,19023,3.7
3192,519,3,11139,1.5
3193,452,2,17105,1.7
3194,985,3,10032,2.4
3195,881,3,13328,4.1
3196,18,0,14008,2.8
3197,432,0,13095,2.7
3198,797,0,11140,1.2
3199,656,0,11097,3.1
3200,887,0,19032,4.6
3201,366,2,17115,3.6
3202,106,2,17026,4.0
3203,436,0,19055,3.2
3204,557,2,13194,4.2
3205,160,3,13302,5.0
3206,31,1,17084,4.3
3207,163,1,15007,3.2
3208,640,1,13204,2.9
3209,54,0,13388,3.0
3210,882,2,10004,2.4
3211,278,2,15030,4.5
3212,150,3,11011,1.7
3213,798,2,11134,3.4
3214,167,3,19045,1.2
3215,646,2,11027,3.5
3216,329,1,11140,2.8
3217,160,3,10023,3.5
3218,938,0,17010,2.4
3219,977,0,10048,3.7
3220,747,1,11061,2.8
3221,354,2,18072,2.2
3222,361,2,11008,1.5
3223,770,1,14015,3.2
3224,346,0,17034,4.3
3225,599,2,11091,3.3
3226,382,1,18004,3.0
3227,982,3,19009,1.8
3228,229,0,13040,2.1
3229,188,3,17089,3.6
3230,915,1,13046,3.3
3231,220,3,11076,1.4
3232,278,2,10029,4.4
3233,967,1,13012,1.9
3234,216,2,13263,1.6
3235,400,0,14013,1.2
3236,418,1,13193,2.0
3237,265,1,13052,2.8
3238,951,2,17124,3.2
3239,850,1,13188,3.8
3240,288,1,15029,4.2
3241,954,3,13048,3.9
3242,221,1,18032,1.5
3243,575,2,11049,4.7
3244,341,0,19037,1.8
3245,28,2,11177,5.0
3246,712,2,11032,1.5
3247,786,1,13210,4.4
3248,142,0,13134,2.0
3249,787,3,11004,3.7
3250,60,3,17122,2.5
3251,854,2,14005,4.1
3252,309,0,13213,4.1
3253,909,0,10005,1.7
3254,768,2,18069,3.7
3255,675,3,19029,1.9
3256,673,3,11101,4.9
3257,848,1,13194,4.1
3258,134,2,19046,3.1
3259,382,1,10029,1.2
3260,877,3,17104,3.7
3261,331,2,10002,2.4
3262,467,0,11159,2.3
3263,394,3,11048,2.1
3264,477,3,13007,2.2
3265,655,0,15039,4.1
3266,735,0,18070,3.3
3267,563,0,15005,3.6
3268,44,1,11023,2.3
3269,823,2,11106,3.3
3270,530,3,13135,3.3
3271,10,0,18051,4.2
3272,60,3,14001,4.9
3273,873,0,17036,2.0
3274,480,1,13214,1.6
3275,827,3,11064,1.7
3276,198,2,11017,3.3
3277,237,3,15019,1.8
3278,304,3,18020,4.5
3279,888,1,17011,3.7
3280,623,1,13023,2.3
3281,314,2,13020,2.0
3282,819,2,13136,3.5
3283,717,0,19024,3.7
3284,355,2,17001,2.4
3285,530,1,19006,4.4
3286,405,0,11082,4.2
3287,854,1,11002,4.8
3288,566,0,17018,2.9
3289,762,2,13211,1.7
3290,609,2,11097,2.4
3291,57,3,17025,1.7
3292,223,3,15027,2.6
3293,434,0,17051,2.9
3294,89,3,11125,4.6
3295,201,0,11123,1.6
3296,307,2,17053,4.7
3297,297,2,18034,1.6
3298,90,2,17121,1.7
3299,134,1,13007,1.3
3300,587,0,13315,1.1
3301,62,0,11138,4.6
3302,265,1,17044,1.9
3303,511,1,17006,1.7
3304,275,2,13302,3.8
3305,260,2,11021,2.8
3306,900,2,14007,2.2
3307,770,1,11129,1.4
3308,643,1,15022,4.3
3309,898,3,14005,3.2
3310,871,0,13071,4.3
3311,253,3,10003,1.6
3312,212,3,10034,1.6
3313,468,2,13212,2.5
3314,840,1,11049,3.4
3315,887,2,19024,2.4
3316,8,3,19039,2.2
3317,275,2,11084,1.8
3318,10,1,17008,2.1
3319,932,2,13340,1.0
3320,9,2,13093,3.5
3321,981,0,13006,2.2
3322,911,3,19051,1.1
3323,187,0,15002,3.8
3324,66,3,13025,1.1
3325,669,3,11150,1.5
3326,809,2,17064,3.1
3327,174,1,13140,1.8
3328,34,1,14011,4.1
3329,31,0,11168,3.3
3330,953,0,11091,4.1
3331,170,0,11160,3.1
3332,93,0,18033,2.6
3333,75,2,18059,4.4
3334,70,3,10018,3.0
3335,780,1,18052,4.7
3336,512,3,10030,4.5
3337,759,0,13077,4.0
3338,116,2,13294,2.0
3339,906,3,13028,2.1
3340,163,1,17041,1.0
3341,701,1,15056,3.3
3342,471,1,13059,3.2
3343,371,1,11119,1.6
3344,361,1,13272,3.0
3345,980,2,17100,5.0
3346,388,1,11127,2.8
3347,393,1,13102,2.0
3348,398,1,13313,2.7
3349,490,3,17047,1.9
3350,66,3,11149,4.2
3351,245,0,18067,3.0
3352,320,3,13379,2.6
3353,656,2,13059,4.1
3354,537,3,18068,1.6
3355,228,1,18068,3.1
3356,911,0,17102,4.7
3357,515,0,10039,3.6
3358,875,1,10019,1.2
3359,820,0,17053,1.1
3360,599,3,13193,3.1
3361,210,2,17020,4.4
3362,206,0,11163,1.9
3363,507,0,11120,3.7
3364,873,1,18047,2.7
3365,372,0,13035,2.8
3366,188,2,11054,4.0
3367,701,0,13207,4.8
3368,236,1,18064,1.4
3369,345,0,18001,1.2
3370,32,3,13012,2.8
3371,491,1,11123,3.2
3372,169,1,13202,2.7
3373,181,2,17073,3.5
3374,870,0,13195,3.2
3375,349,1,17081,4.4
3376,139,2,13301,1.1
